theme;question;reponse
Responsabilité Sociétale des Entreprises;Comment sont tannés les cuirs présents dans vos produits ?;L’essentiel de nos cuirs est tanné avec des sels de chrome, sous sa forme Chrome III qui n’est pas connu pour être allergène. Le Chrome VI est banni car il peut entraîner des allergies. Le chrome sous sa forme Chrome VI, même s’il n’est jamais utilisé dans le procédé, peut parfois être dégagé par réaction chimique lors des procédés de tannage. Nous sommes très exigeants envers nos fournisseurs, qui s’engagent à respecter l’interdiction. Lors des tests réalisés, dès qu’une quantité de chrome VI est détectée, le produit n’est pas importé.
Responsabilité Sociétale des Entreprises;Comment vous assurez-vous que les substances présentes dans vos produits ne sont pas dangereuses pour les clients ?;Nous sommes engagés à commercialiser des produits sûrs et sains pour nos clients. Dès la conception des produits, nous travaillons avec nos fournisseurs au respect d’un cahier des charges strict, indiquant les substances à contrôler, à diminuer ou à supprimer. Des laboratoires indépendants réalisent ensuite des prélèvements et tests sur les lignes de production afin de nous assurer de la conformité des produits à nos exigences. Ces dernières partent de la réglementation REACh et vont au-delà en incluant des substances non réglementées que nous jugeons nécessaire de supprimer. Notre engagement sur les substances est le même sur l’ensemble de nos produits, qu’ils soient fabriqués en Europe ou en Asie, et ce pour toutes nos catégories de produits.
Responsabilité Sociétale des Entreprises;Les produits contiennent-ils du formaldéhyde ?;Produits en bois Les panneaux à base de bois utilisés dans la production de nos meubles sont de classification E1 selon la réglementation européenne. Cela garantit une faible émission de formaldéhyde (limite maximale 8mg/100g). Textile Comme il n’existe pas de limite maximale fixée réglementairement pour le formaldéhyde, nous exigeons de nos fournisseurs qu’ils respectent la limite fixée par le référentiel Oeko-Tex®, à savoir 75mg/kg pour les textiles en contact prolongé avec la peau. Cette valeur est inscrite dans notre cahier des charges, signé par l’ensemble des fournisseurs et mis à jour chaque année, qui précise les valeurs seuils sur les produits chimiques conformément à la réglementation européenne REACh et avec une attention particulière portée aux substances volatiles dont fait partie le formaldéhyde. 
Responsabilité Sociétale des Entreprises;Certains produits dégagent une odeur, faut-il s’en inquiéter ?;Certains produits neufs peuvent dégager, après ouverture du carton, une odeur désagréable pendant quelques jours. Cette odeur provient bien de substances libérées du produit mais cela ne signifie pas qu’elles soient dangereuses : il n’est pas possible de faire un lien entre odeur et toxicité éventuelle sans avoir plus d’information sur les substances relarguées. Les Composés Organiques Volatiles (COV) sont d’ailleurs les principales substances responsables des odeurs des produits neufs. Elles peuvent provenir des finitions appliquées mais également être dégagées de manière naturelle par certains produits. Certaines essences de bois peuvent ainsi dégager naturellement une odeur. Quoiqu’il en soit, nous travaillons à baisser leurs seuils de présence au deçà de ce qu’impose les réglementations actuelles dans d’autres domaines d’activité. 
Responsabilité Sociétale des Entreprises;Comment puis-je donner une seconde vie à mes produits ?;Donner une seconde vie aux produits est un engagement fort de Maisons du Monde. Aussi, si nous ne proposons pas aujourd’hui la reprise des anciens produits, nous encourageons nos clients à favoriser des filières de réemploi et de recyclage. Les clients peuvent ainsi : Contacter une ressourcerie ou le réseau Emmaüs proche de chez eux pour que celui-ci soit vendu au profit de l’économie sociale et solidaire et trouve une seconde vie si le produit peut être réparé. Pour les meubles, aller sur le site eco-mobilier.fr pour géolocaliser la benne Ecomobilier la plus proche qui leur garantisse que les meubles qu’ils jettent seront bien recyclés. Utiliser le service des encombrants de leur ville.
Responsabilité Sociétale des Entreprises;Pourquoi dois-je payer l’éco-participation sur mes produits ?;Cette éco-participation, dont le montant est fixé par la réglementation en fonction des coûts de recyclage des produits, est reversée aux éco-organismes en charge du recyclage des produits : Eco-mobilier pour les meubles, Eco-TLC pour les articles textile et ESR pour les produits électroniques.Ces éco-organismes soutiennent financièrement les collectivités et les associations pour mettre en place des filières de traitement des meubles et produits de décoration. Elle permet donc ainsi de financer une filière globale de collecte, de tri et de recyclage. Contrairement à la filière des produits électro-ménagers, l’éco-participation payée sur les produits de mobilier ne finance toutefois pas la reprise des anciens produits. Un service de reprise peut cependant parfois être proposé par les transporteurs. En cas de besoin, nous vous invitons à vous tourner vers une association locale, comme le réseau des ressourceries ou le réseau Emmaüs près de chez vous qui peuvent parfois assurer un service de collecte. Pour vos meubles, vous pouvez retrouver l’adresse de ces structures ainsi que les points de collecte sur le site eco-mobilier.fr.
Responsabilité Sociétale des Entreprises;Comment faire confiance à votre politique environnementale alors que vos produits parcourent des milliers de kilomètres depuis leurs usines de fabrication ?;Les produits Maisons du Monde sont acheminés depuis les lieux de fabrication quasiment à 100% par bateau, moyen de transport le moins polluant rapporté au produit. Cependant, l’impact de ce transport n’est pas nul et la réduction des émissions de CO2 liées à nos flux logistiques fait l’objet d’un suivi par notre direction RSE et la direction de la logistique. Pour livrer nos clients, nous concentrons également nos efforts de réduction de gaz à effet de serre sur des actions sur le transport : formation à l’écoconduite de nos chauffeurs – livreurs, choix de véhicules moins polluants et recours au transport ferroviaire. Ainsi, depuis 2016, plus de 90% des livraisons (en poids transporté) vers la région parisienne sont effectuées par train. 
Responsabilité Sociétale des Entreprises;Qu’est-ce que l’arrondi en caisse ?;L’arrondi en caisse offre à nos clients la possibilité de réaliser un don de quelques centimes lors de leur passage en caisse au bénéfice d’une association sélectionnée par la Fondation Maisons du Monde. 100% des dons collectés grâce à l’arrondi sont reversés aux projets soutenus par la Fondation grâce à la solution proposée par l’entreprise sociale MicroDon. Toutes les informations sur le projet de l’association sont disponibles sur le site de la Fondation Maisons du Monde. Les conditions générales d’utilisation sont également disponibles ici. Le montant du don est directement configuré et proposé sur le terminal de paiement carte bancaire pour plus de discrétion et de simplicité. Bien évidemment, le client est libre de réaliser ou non un don ! Evidemment, ce ne sont pas uniquement les clients qui financent les projets sélectionnés par la Fondation Maisons du Monde. Placée sous égide de la Fondation Nicolas Hulot, la Fondation Maisons du Monde sélectionne et finance des projets d’associations de préservation des forêts et de revalorisation du bois. Le montant du financement des associations en direct par la Fondation Maisons du Monde est fonction du chiffre d’affaires de la société Maisons du Monde et est disponible sur le site de la Fondation Maisons du Monde.
Responsabilité Sociétale des Entreprises;Que faites-vous pour réduire les impressions en magasin ?;Réduire l’empreinte environnementale de nos magasins est important pour nous. Nous encourageons ainsi nos équipes à imprimer le moins possible et proposons des solutions pour dématérialiser au maximum les envois de documents. Dans chacun de nos magasins, le référent RSE, membre de notre équipe en charge de ces sujets, peut proposer des solutions pour réduire les impressions ou encore réutiliser certains emballages. Concernant les tickets de caisse, les informations qui y sont présentes doivent obligatoirement être transmises au client. Nous travaillons donc actuellement à la dématérialisation de ce ticket pour pouvoir l’envoyer directement par email à nos clients.
Responsabilité Sociétale des Entreprises;Comment gérez-vous les catalogues qui génèrent des tonnes de déchet chaque année ?;La quasi-totalité des emballages distribués ou du papier utilisé pour le catalogue sont issus de papier certifié FSC ou PEFC (garantissant la gestion responsable des forêts) ou imprimé sur du papier recyclé. Tous les catalogues peuvent être jetés dans les bacs de tri sélectif pour être recyclés. 
Responsabilité Sociétale des Entreprises;Que faites-vous pour réduire l’emballage de vos produits et comment le trier ?;Nous sommes conscients des volumes d’emballages et de papier utilisés en caisse ou pour emballer nos produits. C’est pourquoi il s’agit d’un axe fort de notre démarche de responsabilité « Engageons-nous ! ». Ainsi, la totalité des sacs en papier kraft distribués en magasins sont certifiés FSC ou PEFC. Ils sont également réutilisables et entièrement recyclables. Concernant les cartons d’emballage pour les livraisons à domicile, notre filiale logistique a opté pour des cartons en fibres 100% recyclées. Nous travaillons également avec nos fournisseurs pour réduire les volumes d’emballages et garantir leur recyclabilité, tout en maintenant le niveau de qualité pour que les produits soient livrés en bon état. Réduire les quantités d’emballages tout en garantissant une livraison rapide et la protection des produits est un programme d’amélioration continue. Les consignes de tri des emballages des produits sont présentes sur les emballages eux-mêmes. La plupart des produits d’emballages (cartons, plastiques, papier) peuvent être jetés dans les bacs de tri de déchets recyclables. Cependant les consignes de tri peuvent varier localement. Nous vous encourageons à vous rendre sur le site consignesdetri.fr (pour la France) ou à vous renseigner auprès de votre collectivité pour effectuer le bon geste de tri. 
Responsabilité Sociétale des Entreprises;Pourquoi n’est-il pas possible de recevoir seulement la pièce abîmée ou manquante de mon produit ?;Nous vous fournissons la pièce détachée si votre produit est toujours sous garantie. Hors garantie, nous ne sommes par contre pas en mesure de vous fournir la pièce détachée seule, car nous n’avons pas de stock sur ces éléments. Nous développons cependant une gamme d’accessoires compatibles afin que vous puissiez les acheter indépendamment. Ces références sont disponibles sur maisonsdumonde.com.
Responsabilité Sociétale des Entreprises;Que faites-vous de vos produits déclassés, abîmés ou retournés par vos clients ?;Les produits abîmés dans le transport depuis chez nos fournisseurs ou retournés par nos clients en raison d’un défaut sont pris en charge dans nos entrepôts. Trois options sont possibles : les produits sont réparés dans notre ébénisterie avant d’être remis dans notre circuit de distribution.si les produits ne peuvent pas être réparés par nos équipes, nous les donnons à des structures de l’économie sociale et solidaire comme le réseau Emmaüs, Croix Rouge ou des ressourceries avec qui nous avons noué des partenariats. Les équipes de ces structures réparent ensuite ces produits pour en faire bénéficier leurs clients pour offrir une seconde vie à ces produits.si les produits sont trop abîmés, nous disposons de bennes dédiées Eco-mobilier pour nous assurer que ces produits seront dirigés vers les meilleures solutions de recyclage. 
